bank_name,sector,prime_rate,max_rate,reporting_date
WEMA BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,30.0,38.0,2026-03-13
ZENITH BANK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,32.5,34.5,2026-03-13
ACCESS BANK,EDUCATION,,,2026-03-13
ALPHA MORGAN BANK,EDUCATION,25.5,32.0,2026-03-13
CITI BANK,EDUCATION,,,2026-03-13
CORONATION MERCHANT BANK,EDUCATION,19.5,22.5,2026-03-13
ECOBANK,EDUCATION,,,2026-03-13
FBN QUEST MERCHANT BANK,EDUCATION,26.75,35.0,2026-03-13
FCMB,EDUCATION,,,2026-03-13
FIDELITY BANK,EDUCATION,31.0,46.0,2026-03-13
FIRST BANK OF NIGERIA,EDUCATION,30.0,36.0,2026-03-13
FSDH MERCHANT BANK,EDUCATION,26.0,37.0,2026-03-13
GLOBUS BANK LTD,EDUCATION,,,2026-03-13
GREENWICH MERCHANT BANK,EDUCATION,31.0,33.0,2026-03-13
GUARANTY TRUST BANK,EDUCATION,,,2026-03-13
KEYSTONE BANK LTD,EDUCATION,28.0,32.0,2026-03-13
NOVA BANK,EDUCATION,30.5,36.0,2026-03-13
OPTIMUS BANK,EDUCATION,,,2026-03-13
PARALLEX BANK,EDUCATION,28.5,35.0,2026-03-13
POLARIS BANK,EDUCATION,30.0,32.5,2026-03-13
PREMIUM TRUST BANK,EDUCATION,29.0,37.0,2026-03-13
PROVIDUS BANK,EDUCATION,28.0,35.0,2026-03-13
RAND MERCHANT BANK NIG. LTD,EDUCATION,26.5,35.0,2026-03-13
SIGNATURE BANK,EDUCATION,,,2026-03-13
STANBIC IBTC,EDUCATION,,,2026-03-13
STANDARD CHARTERED BANK,EDUCATION,1.0,39.6,2026-03-13
STERLING BANK,EDUCATION,23.0,26.0,2026-03-13
SUNTRUST BANK,EDUCATION,26.0,33.5,2026-03-13
TATUM BANK,EDUCATION,22.0,22.0,2026-03-13
UNITED BANK FOR AFRICA,EDUCATION,41.18,46.18,2026-03-13
UNION BANK,EDUCATION,28.5,32.0,2026-03-13
UNITY BANK,EDUCATION,28.0,28.0,2026-03-13
WEMA BANK,EDUCATION,30.0,38.0,2026-03-13
ZENITH BANK,EDUCATION,32.5,34.5,2026-03-13
ACCESS BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-03-13
ALPHA MORGAN BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,25.5,32.0,2026-03-13
CITI BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-03-13
CORONATION MERCHANT BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,19.5,22.5,2026-03-13
ECOBANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-03-13
FBN QUEST MERCHANT BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,26.75,35.0,2026-03-13
FCMB,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-03-13
FIDELITY BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,31.0,46.0,2026-03-13
FIRST BANK OF NIGERIA,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.0,36.0,2026-03-13
FSDH MERCHANT BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,26.0,36.0,2026-03-13
GLOBUS BANK LTD,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,27.0,33.0,2026-03-13
GREENWICH MERCHANT BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,31.0,33.0,2026-03-13
GUARANTY TRUST BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-03-13
KEYSTONE BANK LTD,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,32.0,32.0,2026-03-13
NOVA BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.5,36.0,2026-03-13
OPTIMUS BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.0,25.0,2026-03-13
PARALLEX BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.5,35.0,2026-03-13
POLARIS BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.0,32.5,2026-03-13
PREMIUM TRUST BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,29.0,36.0,2026-03-13
PROVIDUS BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.0,33.0,2026-03-13
RAND MERCHANT BANK NIG. LTD,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,26.5,35.0,2026-03-13
SIGNATURE BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-03-13
STANBIC IBTC,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-03-13
STANDARD CHARTERED BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,1.0,48.0,2026-03-13
STERLING BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,23.0,26.0,2026-03-13
SUNTRUST BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,26.0,33.5,2026-03-13
TATUM BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-03-13
UNITED BANK FOR AFRICA,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,,,2026-03-13
UNION BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.5,32.0,2026-03-13
UNITY BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,28.75,31.0,2026-03-13
WEMA BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,30.0,38.0,2026-03-13
ZENITH BANK,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,32.5,34.5,2026-03-13
ACCESS BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-03-13
ALPHA MORGAN BANK,"ARTS, ENTERTAINMENT AND RECREATION",25.5,32.0,2026-03-13
CITI BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-03-13
CORONATION MERCHANT BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-03-13
ECOBANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-03-13
FBN QUEST MERCHANT BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-03-13
FCMB,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-03-13
FIDELITY BANK,"ARTS, ENTERTAINMENT AND RECREATION",31.0,46.0,2026-03-13
FIRST BANK OF NIGERIA,"ARTS, ENTERTAINMENT AND RECREATION",30.0,36.0,2026-03-13
FSDH MERCHANT BANK,"ARTS, ENTERTAINMENT AND RECREATION",26.0,32.0,2026-03-13
GLOBUS BANK LTD,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-03-13
GREENWICH MERCHANT BANK,"ARTS, ENTERTAINMENT AND RECREATION",31.0,33.0,2026-03-13
GUARANTY TRUST BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-03-13
KEYSTONE BANK LTD,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-03-13
NOVA BANK,"ARTS, ENTERTAINMENT AND RECREATION",30.5,36.0,2026-03-13
OPTIMUS BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-03-13
PARALLEX BANK,"ARTS, ENTERTAINMENT AND RECREATION",28.5,35.0,2026-03-13
POLARIS BANK,"ARTS, ENTERTAINMENT AND RECREATION",30.0,32.5,2026-03-13
PREMIUM TRUST BANK,"ARTS, ENTERTAINMENT AND RECREATION",29.0,36.0,2026-03-13
PROVIDUS BANK,"ARTS, ENTERTAINMENT AND RECREATION",28.0,35.0,2026-03-13
RAND MERCHANT BANK NIG. LTD,"ARTS, ENTERTAINMENT AND RECREATION",26.5,35.0,2026-03-13
SIGNATURE BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-03-13
STANBIC IBTC,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-03-13
STANDARD CHARTERED BANK,"ARTS, ENTERTAINMENT AND RECREATION",1.0,48.0,2026-03-13
STERLING BANK,"ARTS, ENTERTAINMENT AND RECREATION",23.0,26.0,2026-03-13
SUNTRUST BANK,"ARTS, ENTERTAINMENT AND RECREATION",26.0,33.5,2026-03-13
TATUM BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-03-13
UNITED BANK FOR AFRICA,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-03-13
UNION BANK,"ARTS, ENTERTAINMENT AND RECREATION",28.5,32.0,2026-03-13
UNITY BANK,"ARTS, ENTERTAINMENT AND RECREATION",,,2026-03-13
WEMA BANK,"ARTS, ENTERTAINMENT AND RECREATION",30.0,38.0,2026-03-13
ZENITH BANK,"ARTS, ENTERTAINMENT AND RECREATION",32.5,34.5,2026-03-13
ACCESS BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
ALPHA MORGAN BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
CITI BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
CORONATION MERCHANT BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,19.5,22.5,2026-03-13
ECOBANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
FBN QUEST MERCHANT BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
FCMB,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
FIDELITY BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,31.0,,2026-03-13
FIRST BANK OF NIGERIA,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,30.0,36.0,2026-03-13
FSDH MERCHANT BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
GLOBUS BANK LTD,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
GREENWICH MERCHANT BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,31.0,33.0,2026-03-13
GUARANTY TRUST BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
KEYSTONE BANK LTD,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
NOVA BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,30.5,36.0,2026-03-13
OPTIMUS BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
PARALLEX BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,28.5,35.0,2026-03-13
POLARIS BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,30.0,32.5,2026-03-13
PREMIUM TRUST BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
PROVIDUS BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,28.0,,2026-03-13
RAND MERCHANT BANK NIG. LTD,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,26.5,35.0,2026-03-13
SIGNATURE BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
STANBIC IBTC,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
STANDARD CHARTERED BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,26.5,39.6,2026-03-13
STERLING BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,23.0,26.0,2026-03-13
SUNTRUST BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,26.0,33.5,2026-03-13
TATUM BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
UNITED BANK FOR AFRICA,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
UNION BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,28.5,32.0,2026-03-13
UNITY BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
WEMA BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,30.0,38.0,2026-03-13
ZENITH BANK,ACTIVITIES OF EXTRATERRITORIAL ORGANIZATIONS AND BODIES,,,2026-03-13
ACCESS BANK,POWER AND ENERGY,,,2026-03-13
ALPHA MORGAN BANK,POWER AND ENERGY,25.5,30.0,2026-03-13
CITI BANK,POWER AND ENERGY,,,2026-03-13
CORONATION MERCHANT BANK,POWER AND ENERGY,19.5,22.5,2026-03-13
ECOBANK,POWER AND ENERGY,,,2026-03-13
FBN QUEST MERCHANT BANK,POWER AND ENERGY,26.75,26.75,2026-03-13
FCMB,POWER AND ENERGY,,,2026-03-13
FIDELITY BANK,POWER AND ENERGY,28.0,31.0,2026-03-13
FIRST BANK OF NIGERIA,POWER AND ENERGY,30.0,36.0,2026-03-13
FSDH MERCHANT BANK,POWER AND ENERGY,26.0,27.5,2026-03-13
GLOBUS BANK LTD,POWER AND ENERGY,25.0,28.5,2026-03-13
GREENWICH MERCHANT BANK,POWER AND ENERGY,31.0,33.0,2026-03-13
GUARANTY TRUST BANK,POWER AND ENERGY,,,2026-03-13
KEYSTONE BANK LTD,POWER AND ENERGY,12.0,28.0,2026-03-13
NOVA BANK,POWER AND ENERGY,30.5,36.0,2026-03-13
OPTIMUS BANK,POWER AND ENERGY,30.0,20.0,2026-03-13
PARALLEX BANK,POWER AND ENERGY,28.5,35.0,2026-03-13
POLARIS BANK,POWER AND ENERGY,30.0,32.5,2026-03-13
PREMIUM TRUST BANK,POWER AND ENERGY,29.0,36.0,2026-03-13
PROVIDUS BANK,POWER AND ENERGY,28.0,30.0,2026-03-13
RAND MERCHANT BANK NIG. LTD,POWER AND ENERGY,26.5,35.0,2026-03-13
SIGNATURE BANK,POWER AND ENERGY,,,2026-03-13
STANBIC IBTC,POWER AND ENERGY,30.0,36.0,2026-03-13
STANDARD CHARTERED BANK,POWER AND ENERGY,6.3,60.0,2026-03-13
STERLING BANK,POWER AND ENERGY,23.0,26.0,2026-03-13
SUNTRUST BANK,POWER AND ENERGY,26.0,33.5,2026-03-13
TATUM BANK,POWER AND ENERGY,,,2026-03-13
UNITED BANK FOR AFRICA,POWER AND ENERGY,,,2026-03-13
UNION BANK,POWER AND ENERGY,28.5,32.0,2026-03-13
UNITY BANK,POWER AND ENERGY,14.0,27.75,2026-03-13
WEMA BANK,POWER AND ENERGY,30.0,38.0,2026-03-13
ZENITH BANK,POWER AND ENERGY,32.5,34.5,2026-03-13
ACCESS BANK,CAPITAL MARKET,,,2026-03-13
ALPHA MORGAN BANK,CAPITAL MARKET,,,2026-03-13
CITI BANK,CAPITAL MARKET,,,2026-03-13
CORONATION MERCHANT BANK,CAPITAL MARKET,19.5,22.5,2026-03-13
ECOBANK,CAPITAL MARKET,,,2026-03-13
FBN QUEST MERCHANT BANK,CAPITAL MARKET,,,2026-03-13
FCMB,CAPITAL MARKET,,,2026-03-13
FIDELITY BANK,CAPITAL MARKET,31.0,,2026-03-13
FIRST BANK OF NIGERIA,CAPITAL MARKET,30.0,36.0,2026-03-13
FSDH MERCHANT BANK,CAPITAL MARKET,,,2026-03-13
GLOBUS BANK LTD,CAPITAL MARKET,,,2026-03-13
GREENWICH MERCHANT BANK,CAPITAL MARKET,31.0,33.0,2026-03-13
GUARANTY TRUST BANK,CAPITAL MARKET,,,2026-03-13
KEYSTONE BANK LTD,CAPITAL MARKET,,,2026-03-13
NOVA BANK,CAPITAL MARKET,30.5,36.0,2026-03-13
OPTIMUS BANK,CAPITAL MARKET,30.0,20.0,2026-03-13
PARALLEX BANK,CAPITAL MARKET,28.5,35.0,2026-03-13
POLARIS BANK,CAPITAL MARKET,30.0,32.5,2026-03-13
PREMIUM TRUST BANK,CAPITAL MARKET,29.0,36.0,2026-03-13
PROVIDUS BANK,CAPITAL MARKET,28.0,,2026-03-13
RAND MERCHANT BANK NIG. LTD,CAPITAL MARKET,26.5,35.0,2026-03-13
SIGNATURE BANK,CAPITAL MARKET,,,2026-03-13
STANBIC IBTC,CAPITAL MARKET,,,2026-03-13
STANDARD CHARTERED BANK,CAPITAL MARKET,20.0,60.0,2026-03-13
STERLING BANK,CAPITAL MARKET,23.0,26.0,2026-03-13
SUNTRUST BANK,CAPITAL MARKET,26.0,33.5,2026-03-13
TATUM BANK,CAPITAL MARKET,,,2026-03-13
UNITED BANK FOR AFRICA,CAPITAL MARKET,,,2026-03-13
UNION BANK,CAPITAL MARKET,28.5,32.0,2026-03-13
UNITY BANK,CAPITAL MARKET,,,2026-03-13
WEMA BANK,CAPITAL MARKET,30.0,38.0,2026-03-13
ZENITH BANK,CAPITAL MARKET,32.5,34.5,2026-03-13
ACCESS BANK,OIL & GAS,,,2026-03-13
ALPHA MORGAN BANK,OIL & GAS,25.5,32.0,2026-03-13
CITI BANK,OIL & GAS,27.0,33.0,2026-03-13
CORONATION MERCHANT BANK,OIL & GAS,19.5,22.5,2026-03-13
ECOBANK,OIL & GAS,10.63,34.0,2026-03-13
FBN QUEST MERCHANT BANK,OIL & GAS,26.75,35.0,2026-03-13
FCMB,OIL & GAS,11.27,32.0,2026-03-13
FIDELITY BANK,OIL & GAS,31.0,46.0,2026-03-13
FIRST BANK OF NIGERIA,OIL & GAS,30.0,36.0,2026-03-13
FSDH MERCHANT BANK,OIL & GAS,26.0,36.0,2026-03-13
GLOBUS BANK LTD,OIL & GAS,25.0,34.0,2026-03-13
GREENWICH MERCHANT BANK,OIL & GAS,31.0,33.0,2026-03-13
GUARANTY TRUST BANK,OIL & GAS,25.4,30.0,2026-03-13
KEYSTONE BANK LTD,OIL & GAS,7.34,32.0,2026-03-13
NOVA BANK,OIL & GAS,30.5,36.0,2026-03-13
OPTIMUS BANK,OIL & GAS,30.0,19.37,2026-03-13
PARALLEX BANK,OIL & GAS,28.5,35.0,2026-03-13
POLARIS BANK,OIL & GAS,30.0,32.5,2026-03-13
PREMIUM TRUST BANK,OIL & GAS,29.0,36.0,2026-03-13
PROVIDUS BANK,OIL & GAS,28.0,35.0,2026-03-13
RAND MERCHANT BANK NIG. LTD,OIL & GAS,26.5,35.0,2026-03-13
SIGNATURE BANK,OIL & GAS,27.0,27.0,2026-03-13
STANBIC IBTC,OIL & GAS,30.0,36.0,2026-03-13
STANDARD CHARTERED BANK,OIL & GAS,1.0,48.0,2026-03-13
STERLING BANK,OIL & GAS,23.0,26.0,2026-03-13
SUNTRUST BANK,OIL & GAS,26.0,33.5,2026-03-13
TATUM BANK,OIL & GAS,22.0,32.5,2026-03-13
UNITED BANK FOR AFRICA,OIL & GAS,,,2026-03-13
UNION BANK,OIL & GAS,28.5,32.0,2026-03-13
UNITY BANK,OIL & GAS,19.0,37.0,2026-03-13
WEMA BANK,OIL & GAS,30.0,38.0,2026-03-13
ZENITH BANK,OIL & GAS,32.5,33.5,2026-03-13
ACCESS BANK,"AGRICULTURE, FORESTRY AND FISHING",,,2026-03-20
ALPHA MORGAN BANK,"AGRICULTURE, FORESTRY AND FISHING",25.5,32.0,2026-03-20
CITI BANK,"AGRICULTURE, FORESTRY AND FISHING",,,2026-03-20
CORONATION MERCHANT BANK,"AGRICULTURE, FORESTRY AND FISHING",19.5,22.5,2026-03-20
ECOBANK,"AGRICULTURE, FORESTRY AND FISHING",9.63,24.0,2026-03-20
FBN QUEST MERCHANT BANK,"AGRICULTURE, FORESTRY AND FISHING",26.75,35.0,2026-03-20
FCMB,"AGRICULTURE, FORESTRY AND FISHING",8.2,30.0,2026-03-20
FIDELITY BANK,"AGRICULTURE, FORESTRY AND FISHING",31.4,46.0,2026-03-20
FIRST BANK OF NIGERIA,"AGRICULTURE, FORESTRY AND FISHING",30.0,36.0,2026-03-20
FSDH MERCHANT BANK,"AGRICULTURE, FORESTRY AND FISHING",26.0,37.0,2026-03-20
GLOBUS BANK LTD,"AGRICULTURE, FORESTRY AND FISHING",24.5,28.0,2026-03-20
GREENWICH MERCHANT BANK,"AGRICULTURE, FORESTRY AND FISHING",31.0,33.0,2026-03-20
GUARANTY TRUST BANK,"AGRICULTURE, FORESTRY AND FISHING",25.4,30.0,2026-03-20
KEYSTONE BANK LTD,"AGRICULTURE, FORESTRY AND FISHING",19.0,29.0,2026-03-20
NOVA BANK,"AGRICULTURE, FORESTRY AND FISHING",30.5,36.0,2026-03-20
OPTIMUS BANK,"AGRICULTURE, FORESTRY AND FISHING",30.0,33.0,2026-03-20
PARALLEX BANK,"AGRICULTURE, FORESTRY AND FISHING",28.5,35.0,2026-03-20
POLARIS BANK,"AGRICULTURE, FORESTRY AND FISHING",30.0,32.5,2026-03-20
PREMIUM TRUST BANK,"AGRICULTURE, FORESTRY AND FISHING",29.0,36.0,2026-03-20
PROVIDUS BANK,"AGRICULTURE, FORESTRY AND FISHING",28.0,35.0,2026-03-20
RAND MERCHANT BANK NIG. LTD,"AGRICULTURE, FORESTRY AND FISHING",26.5,35.0,2026-03-20
SIGNATURE BANK,"AGRICULTURE, FORESTRY AND FISHING",20.5,20.5,2026-03-20
STANBIC IBTC,"AGRICULTURE, FORESTRY AND FISHING",,,2026-03-20
STANDARD CHARTERED BANK,"AGRICULTURE, FORESTRY AND FISHING",1.0,60.0,2026-03-20
STERLING BANK,"AGRICULTURE, FORESTRY AND FISHING",19.0,23.0,2026-03-20
SUNTRUST BANK,"AGRICULTURE, FORESTRY AND FISHING",26.0,33.5,2026-03-20
TATUM BANK,"AGRICULTURE, FORESTRY AND FISHING",22.0,34.0,2026-03-20
UNITED BANK FOR AFRICA,"AGRICULTURE, FORESTRY AND FISHING",,,2026-03-20
UNION BANK,"AGRICULTURE, FORESTRY AND FISHING",28.5,32.0,2026-03-20
UNITY BANK,"AGRICULTURE, FORESTRY AND FISHING",24.0,37.0,2026-03-20
WEMA BANK,"AGRICULTURE, FORESTRY AND FISHING",9.0,38.0,2026-03-20
ZENITH BANK,"AGRICULTURE, FORESTRY AND FISHING",32.5,30.5,2026-03-20
ACCESS BANK,MINING & QUARRYING,,,2026-03-20
ALPHA MORGAN BANK,MINING & QUARRYING,,,2026-03-20
CITI BANK,MINING & QUARRYING,,,2026-03-20
CORONATION MERCHANT BANK,MINING & QUARRYING,19.5,22.5,2026-03-20
ECOBANK,MINING & QUARRYING,9.0,9.0,2026-03-20
FBN QUEST MERCHANT BANK,MINING & QUARRYING,26.75,26.75,2026-03-20
FCMB,MINING & QUARRYING,9.0,11.69,2026-03-20
FIDELITY BANK,MINING & QUARRYING,31.0,,2026-03-20
FIRST BANK OF NIGERIA,MINING & QUARRYING,30.0,36.0,2026-03-20
FSDH MERCHANT BANK,MINING & QUARRYING,,,2026-03-20
GLOBUS BANK LTD,MINING & QUARRYING,,,2026-03-20
GREENWICH MERCHANT BANK,MINING & QUARRYING,31.0,33.0,2026-03-20
GUARANTY TRUST BANK,MINING & QUARRYING,,,2026-03-20
KEYSTONE BANK LTD,MINING & QUARRYING,,,2026-03-20
NOVA BANK,MINING & QUARRYING,30.5,36.0,2026-03-20
OPTIMUS BANK,MINING & QUARRYING,,,2026-03-20
PARALLEX BANK,MINING & QUARRYING,28.5,35.0,2026-03-20
POLARIS BANK,MINING & QUARRYING,30.0,32.5,2026-03-20
PREMIUM TRUST BANK,MINING & QUARRYING,29.0,35.0,2026-03-20
PROVIDUS BANK,MINING & QUARRYING,28.0,,2026-03-20
RAND MERCHANT BANK NIG. LTD,MINING & QUARRYING,26.5,35.0,2026-03-20
SIGNATURE BANK,MINING & QUARRYING,,,2026-03-20
STANBIC IBTC,MINING & QUARRYING,,,2026-03-20
STANDARD CHARTERED BANK,MINING & QUARRYING,,,2026-03-20
STERLING BANK,MINING & QUARRYING,19.0,23.0,2026-03-20
SUNTRUST BANK,MINING & QUARRYING,26.0,33.5,2026-03-20
TATUM BANK,MINING & QUARRYING,,,2026-03-20
UNITED BANK FOR AFRICA,MINING & QUARRYING,,,2026-03-20
UNION BANK,MINING & QUARRYING,28.5,32.0,2026-03-20
UNITY BANK,MINING & QUARRYING,,,2026-03-20
WEMA BANK,MINING & QUARRYING,30.0,38.0,2026-03-20
ZENITH BANK,MINING & QUARRYING,32.5,34.5,2026-03-20
ACCESS BANK,MANUFACTURING,,,2026-03-20
ALPHA MORGAN BANK,MANUFACTURING,25.5,32.0,2026-03-20
CITI BANK,MANUFACTURING,27.0,33.0,2026-03-20
CORONATION MERCHANT BANK,MANUFACTURING,19.5,22.5,2026-03-20
ECOBANK,MANUFACTURING,9.0,35.0,2026-03-20
FBN QUEST MERCHANT BANK,MANUFACTURING,26.75,35.0,2026-03-20
FCMB,MANUFACTURING,7.0,33.0,2026-03-20
FIDELITY BANK,MANUFACTURING,31.0,46.0,2026-03-20
FIRST BANK OF NIGERIA,MANUFACTURING,30.0,36.0,2026-03-20
FSDH MERCHANT BANK,MANUFACTURING,26.0,36.0,2026-03-20
GLOBUS BANK LTD,MANUFACTURING,23.0,33.5,2026-03-20
GREENWICH MERCHANT BANK,MANUFACTURING,31.0,33.0,2026-03-20
GUARANTY TRUST BANK,MANUFACTURING,25.4,30.0,2026-03-20
KEYSTONE BANK LTD,MANUFACTURING,10.0,32.0,2026-03-20
NOVA BANK,MANUFACTURING,30.5,36.0,2026-03-20
OPTIMUS BANK,MANUFACTURING,30.0,16.89,2026-03-20
PARALLEX BANK,MANUFACTURING,28.5,35.0,2026-03-20
POLARIS BANK,MANUFACTURING,30.0,32.5,2026-03-20
PREMIUM TRUST BANK,MANUFACTURING,29.0,36.0,2026-03-20
PROVIDUS BANK,MANUFACTURING,28.0,35.0,2026-03-20
RAND MERCHANT BANK NIG. LTD,MANUFACTURING,26.5,35.0,2026-03-20
SIGNATURE BANK,MANUFACTURING,20.0,23.0,2026-03-20
STANBIC IBTC,MANUFACTURING,30.0,36.0,2026-03-20
STANDARD CHARTERED BANK,MANUFACTURING,1.0,60.0,2026-03-20
STERLING BANK,MANUFACTURING,19.0,23.0,2026-03-20
SUNTRUST BANK,MANUFACTURING,26.0,33.5,2026-03-20
TATUM BANK,MANUFACTURING,22.0,36.0,2026-03-20
UNITED BANK FOR AFRICA,MANUFACTURING,,,2026-03-20
UNION BANK,MANUFACTURING,28.5,32.0,2026-03-20
UNITY BANK,MANUFACTURING,30.0,37.0,2026-03-20
WEMA BANK,MANUFACTURING,30.0,38.0,2026-03-20
ZENITH BANK,MANUFACTURING,32.5,33.5,2026-03-20
ACCESS BANK,REAL ESTATE ACTIVITIES,,,2026-03-20
ALPHA MORGAN BANK,REAL ESTATE ACTIVITIES,25.5,32.0,2026-03-20
CITI BANK,REAL ESTATE ACTIVITIES,,,2026-03-20
CORONATION MERCHANT BANK,REAL ESTATE ACTIVITIES,19.5,22.5,2026-03-20
ECOBANK,REAL ESTATE ACTIVITIES,,,2026-03-20
FBN QUEST MERCHANT BANK,REAL ESTATE ACTIVITIES,26.75,35.0,2026-03-20
FCMB,REAL ESTATE ACTIVITIES,30.0,30.0,2026-03-20
FIDELITY BANK,REAL ESTATE ACTIVITIES,31.0,46.0,2026-03-20
FIRST BANK OF NIGERIA,REAL ESTATE ACTIVITIES,30.0,36.0,2026-03-20
FSDH MERCHANT BANK,REAL ESTATE ACTIVITIES,26.0,34.0,2026-03-20
GLOBUS BANK LTD,REAL ESTATE ACTIVITIES,,,2026-03-20
